,Transaction_ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
362,363,4/2/23,CUST363,Female,47.0,Beauty,4.0,30.0,120.0
363,364,12/12/23,CUST364,Female,52.0,Beauty,3.0,50.0,150.0
364,365,1/5/23,CUST365,Male,38.0,Clothing,1.0,500.0,500.0
365,366,26/7/23,CUST366,Male,54.0,Beauty,2.0,50.0,100.0
366,367,3/3/23,CUST367,Female,22.0,Electronics,2.0,25.0,50.0
367,368,19/10/23,CUST368,Female,36.0,Clothing,4.0,300.0,1200.0
368,369,7/5/23,CUST369,Male,31.0,Clothing,4.0,50.0,200.0
369,370,24/10/23,CUST370,Female,43.0,Clothing,4.0,500.0,2000.0
370,371,1/11/23,CUST371,Male,21.0,Electronics,2.0,25.0,50.0
371,372,21/1/23,CUST372,Female,42.0,Beauty,1.0,30.0,30.0
372,373,14/11/23,CUST373,Male,62.0,Electronics,1.0,30.0,30.0
373,374,11/2/23,CUST374,Male,59.0,Clothing,2.0,500.0,1000.0
374,375,3/8/23,CUST375,Male,42.0,Electronics,1.0,25.0,25.0
375,376,3/12/23,CUST376,Female,35.0,Electronics,2.0,300.0,600.0
376,377,26/10/23,CUST377,Female,57.0,Beauty,1.0,50.0,50.0
377,378,17/10/23,CUST378,Male,25.0,Beauty,3.0,25.0,75.0
378,379,25/9/23,CUST379,Female,56.0,Clothing,3.0,30.0,90.0
379,380,11/6/23,CUST380,Male,57.0,Electronics,2.0,500.0,1000.0
380,381,14/5/23,CUST381,Male,31.0,Electronics,1.0,500.0,500.0
381,382,15/4/23,CUST382,Female,49.0,Beauty,4.0,50.0,200.0
382,383,9/12/23,CUST383,Female,55.0,Electronics,1.0,500.0,500.0
383,384,10/6/23,CUST384,Male,50.0,Electronics,3.0,500.0,1500.0
384,385,3/5/23,CUST385,Female,40.0,Electronics,3.0,25.0,75.0
385,386,16/5/23,CUST386,Female,32.0,Beauty,1.0,300.0,300.0
386,387,22/7/23,CUST387,Male,50.0,Clothing,1.0,50.0,50.0
387,388,9/3/23,CUST388,Male,42.0,Clothing,4.0,25.0,100.0
388,389,10/12/23,CUST389,Female,34.0,Electronics,4.0,300.0,1200.0
389,390,27/11/23,CUST390,Male,50.0,Clothing,1.0,25.0,25.0
390,391,3/6/23,CUST391,Male,64.0,Beauty,1.0,25.0,25.0
391,392,23/8/23,CUST392,Female,19.0,Beauty,1.0,500.0,500.0
392,393,11/6/23,CUST393,Male,31.0,Clothing,1.0,300.0,300.0
393,394,7/2/23,CUST394,Male,57.0,Clothing,2.0,50.0,100.0
394,395,5/1/23,CUST395,Female,57.0,Electronics,1.0,50.0,50.0
395,396,23/8/23,CUST396,Female,56.0,Clothing,4.0,300.0,1200.0
396,397,15/11/23,CUST397,Male,23.0,Electronics,3.0,500.0,1500.0
397,398,16/10/23,CUST398,Male,23.0,Electronics,2.0,30.0,60.0
398,399,21/2/23,CUST399,Female,20.0,Beauty,1.0,25.0,25.0
399,400,7/2/23,CUST400,Female,24.0,Beauty,3.0,500.0,1500.0
400,401,3/10/23,CUST401,Female,25.0,Beauty,2.0,300.0,600.0
401,402,20/4/23,CUST402,Female,59.0,Beauty,3.0,25.0,75.0
402,403,17/9/23,CUST403,Male,32.0,Clothing,1.0,50.0,50.0
403,404,16/5/23,CUST404,Female,64.0,Beauty,1.0,30.0,30.0
404,405,9/3/23,CUST405,Female,46.0,Clothing,4.0,50.0,200.0
405,406,28/6/23,CUST406,Male,50.0,Beauty,1.0,300.0,300.0
406,407,5/2/23,CUST407,Female,47.0,Clothing,1.0,25.0,25.0
407,408,6/5/23,CUST408,Male,56.0,Electronics,2.0,300.0,600.0
408,409,9/7/23,CUST409,Female,44.0,Clothing,4.0,25.0,100.0
409,410,26/5/23,CUST410,Female,53.0,Clothing,2.0,500.0,1000.0
410,411,22/3/23,CUST411,Female,46.0,Beauty,3.0,30.0,90.0
411,412,13/8/23,CUST412,Male,55.0,Clothing,1.0,500.0,500.0
412,413,6/10/23,CUST413,Male,50.0,Electronics,3.0,500.0,1500.0
413,414,27/12/23,CUST414,Female,54.0,Electronics,2.0,300.0,600.0
414,415,4/6/23,CUST415,Male,44.0,Beauty,1.0,30.0,30.0
415,416,10/11/23,CUST416,Male,50.0,Electronics,1.0,25.0,25.0
416,417,1/12/23,CUST417,Male,21.0,Clothing,2.0,25.0,50.0
417,418,28/9/23,CUST418,Male,39.0,Electronics,2.0,50.0,100.0
418,419,16/5/23,CUST419,,,Clothing,,,
419,420,5/1/23,CUST420,Male,19.0,Beauty,2.0,25.0,50.0
420,421,8/12/23,CUST421,Male,27.0,Clothing,2.0,300.0,600.0
421,422,11/10/23,CUST422,Female,22.0,Beauty,2.0,500.0,1000.0
422,423,3/6/23,CUST423,Female,27.0,Clothing,1.0,500.0,500.0
423,424,6/12/23,CUST424,Male,50.0,Electronics,2.0,500.0,1000.0
424,425,23/2/23,CUST425,Female,55.0,Beauty,1.0,30.0,30.0
425,426,10/3/23,CUST426,Female,30.0,Beauty,1.0,25.0,25.0
426,427,16/5/23,CUST427,Female,48.0,Clothing,2.0,300.0,600.0
427,428,1/3/23,CUST428,Female,64.0,Beauty,2.0,30.0,60.0
428,429,24/2/23,CUST429,Male,53.0,Clothing,4.0,50.0,200.0
429,430,11/10/23,CUST430,Female,62.0,Clothing,1.0,300.0,300.0
430,431,21/3/23,CUST431,Female,41.0,Clothing,2.0,300.0,600.0
431,432,20/5/23,CUST432,Male,32.0,Clothing,2.0,300.0,600.0
432,433,25/5/23,CUST433,Male,46.0,Electronics,2.0,500.0,1000.0
433,434,6/11/23,CUST434,Female,25.0,Clothing,4.0,300.0,1200.0
434,435,18/4/23,CUST435,Female,22.0,Beauty,4.0,25.0,100.0
435,436,25/6/23,CUST436,Female,46.0,Electronics,3.0,300.0,900.0
436,437,15/4/23,CUST437,Female,64.0,Beauty,1.0,500.0,500.0
437,438,18/12/23,CUST438,Female,21.0,Electronics,3.0,300.0,900.0
438,439,21/11/23,CUST439,Female,29.0,Clothing,2.0,50.0,100.0
439,440,16/5/23,CUST440,Male,62.0,Electronics,4.0,50.0,200.0
440,441,16/9/23,CUST441,Female,19.0,Electronics,4.0,500.0,2000.0
441,442,8/9/23,CUST442,Female,44.0,Beauty,3.0,25.0,75.0
442,443,9/5/23,CUST443,Male,48.0,Beauty,4.0,25.0,100.0
443,444,27/1/23,CUST444,Male,53.0,Clothing,2.0,30.0,60.0
444,445,17/2/23,CUST445,Male,53.0,Electronics,4.0,500.0,2000.0
445,446,21/11/23,CUST446,Male,43.0,Electronics,3.0,300.0,900.0
446,447,5/8/23,CUST447,Female,60.0,Electronics,2.0,500.0,1000.0
447,448,22/5/23,CUST448,Female,44.0,Clothing,3.0,30.0,90.0
448,449,23/1/23,CUST449,Female,22.0,Clothing,4.0,500.0,2000.0
449,450,2/1/23,CUST450,Female,37.0,Clothing,3.0,500.0,1500.0
450,451,20/6/23,CUST451,Female,28.0,Clothing,3.0,30.0,90.0
451,452,8/3/23,CUST452,Female,27.0,Clothing,1.0,25.0,25.0
452,453,23/11/23,CUST453,Male,57.0,Beauty,4.0,300.0,1200.0
453,454,15/5/23,CUST454,Female,55.0,Electronics,4.0,30.0,120.0
454,455,24/3/23,CUST455,Male,23.0,Electronics,3.0,50.0,150.0
455,456,15/8/23,CUST456,Male,25.0,Electronics,1.0,25.0,25.0
456,457,10/10/23,CUST457,Female,40.0,Electronics,4.0,50.0,200.0
457,458,28/12/23,CUST458,Male,64.0,Electronics,2.0,25.0,50.0
458,459,7/8/23,CUST459,Female,43.0,Electronics,3.0,300.0,900.0
459,460,15/10/23,CUST460,Male,63.0,Electronics,4.0,300.0,1200.0
460,461,5/1/23,CUST461,Female,60.0,Electronics,2.0,500.0,1000.0
461,462,27/2/23,CUST462,Male,29.0,Beauty,4.0,50.0,200.0
462,463,8/2/23,CUST463,Female,43.0,Electronics,2.0,25.0,50.0
463,464,20/12/23,CUST464,Female,30.0,Beauty,3.0,300.0,900.0
464,465,18/3/23,CUST465,Female,57.0,Clothing,4.0,30.0,120.0
465,466,7/10/23,CUST466,Female,35.0,Electronics,4.0,300.0,1200.0
466,467,19/1/23,CUST467,Female,42.0,Clothing,1.0,30.0,30.0
467,468,9/7/23,CUST468,Male,50.0,Clothing,3.0,25.0,75.0
468,469,26/10/23,CUST469,Male,64.0,Clothing,2.0,300.0,600.0
469,470,10/10/23,CUST470,Male,57.0,Beauty,4.0,300.0,1200.0
470,471,17/3/23,CUST471,Female,60.0,Clothing,4.0,25.0,100.0
471,472,9/8/23,CUST472,Male,29.0,Clothing,2.0,300.0,600.0
472,473,7/3/23,CUST473,Female,61.0,Clothing,3.0,30.0,90.0
473,474,22/1/23,CUST474,Female,53.0,Electronics,1.0,300.0,300.0
474,475,7/6/23,CUST475,Male,21.0,Electronics,1.0,50.0,50.0
475,476,6/7/23,CUST476,Male,22.0,Beauty,4.0,500.0,2000.0
476,477,21/1/23,CUST477,Female,54.0,Beauty,2.0,30.0,60.0
477,478,3/7/23,CUST478,Male,25.0,Electronics,4.0,50.0,200.0
478,479,18/4/23,CUST479,Female,59.0,Beauty,2.0,25.0,50.0
479,480,16/12/23,CUST480,Female,45.0,Electronics,1.0,30.0,30.0
480,481,8/5/23,CUST481,Female,48.0,Clothing,3.0,500.0,1500.0
481,482,8/12/23,CUST482,Female,26.0,Clothing,2.0,500.0,1000.0
482,483,22/2/23,CUST483,Female,46.0,Beauty,1.0,25.0,25.0
483,484,1/7/23,CUST484,Male,31.0,Electronics,4.0,25.0,100.0
484,485,14/10/23,CUST485,Male,57.0,Electronics,2.0,30.0,60.0
485,486,28/7/23,CUST486,Female,58.0,Beauty,3.0,300.0,900.0
486,487,14/11/23,CUST487,Female,39.0,Electronics,4.0,25.0,100.0
487,488,21/3/23,CUST488,Male,28.0,Clothing,4.0,300.0,1200.0
488,489,2/5/23,CUST489,Male,40.0,Beauty,1.0,50.0,50.0
489,490,25/3/23,CUST490,Female,18.0,Beauty,2.0,500.0,1000.0
490,491,1/4/23,CUST491,Male,63.0,Electronics,4.0,300.0,1200.0
491,492,31/7/23,CUST492,Female,54.0,Beauty,3.0,500.0,1500.0
492,493,13/1/23,CUST493,Male,38.0,Electronics,2.0,300.0,600.0
493,494,2/4/23,CUST494,Female,43.0,Electronics,3.0,50.0,150.0
494,495,20/6/23,CUST495,Male,63.0,Electronics,4.0,25.0,100.0
495,496,30/7/23,CUST496,Female,53.0,Electronics,3.0,50.0,150.0
496,497,9/12/23,CUST497,Male,40.0,Electronics,1.0,25.0,25.0
497,498,8/5/23,CUST498,Male,18.0,Beauty,3.0,25.0,75.0
498,499,17/5/23,CUST499,Female,57.0,Clothing,2.0,500.0,1000.0
499,500,23/3/23,CUST500,Male,32.0,Clothing,3.0,50.0,150.0
500,501,26/12/23,CUST501,Female,38.0,Beauty,3.0,300.0,900.0
501,502,25/2/23,CUST502,Male,64.0,Beauty,1.0,50.0,50.0
502,503,15/7/23,CUST503,Female,26.0,Clothing,3.0,500.0,1500.0
503,504,20/1/23,CUST504,Male,26.0,Clothing,3.0,25.0,75.0
504,505,29/8/23,CUST505,Female,27.0,Clothing,4.0,500.0,2000.0
505,506,24/4/23,CUST506,Male,43.0,Clothing,4.0,30.0,120.0
506,507,13/4/23,CUST507,Female,58.0,Clothing,2.0,30.0,60.0
507,508,24/8/23,CUST508,Male,52.0,Electronics,4.0,300.0,1200.0
508,509,29/6/23,CUST509,Female,42.0,Beauty,4.0,500.0,2000.0
509,510,6/6/23,CUST510,Female,43.0,Electronics,4.0,300.0,1200.0
510,511,27/4/23,CUST511,Female,28.0,Clothing,4.0,300.0,1200.0
511,512,26/4/23,CUST512,Female,,Clothing,,,
512,513,25/4/23,CUST513,Male,55.0,Clothing,1.0,30.0,30.0
513,514,13/1/23,CUST514,Female,19.0,Clothing,4.0,300.0,1200.0
514,515,4/12/23,CUST515,Male,24.0,Electronics,1.0,30.0,30.0
515,516,9/4/23,CUST516,Female,35.0,Electronics,1.0,25.0,25.0
516,517,24/7/23,CUST517,Male,44.0,Clothing,4.0,500.0,2000.0
517,518,18/6/23,CUST518,Female,51.0,Electronics,3.0,300.0,900.0
518,519,23/5/23,CUST519,Male,44.0,Electronics,1.0,30.0,30.0
519,520,5/2/23,CUST520,Male,34.0,Clothing,3.0,50.0,150.0
520,521,23/5/23,CUST521,Female,60.0,Electronics,3.0,300.0,900.0
521,522,29/6/23,CUST522,Male,61.0,Beauty,4.0,25.0,100.0
522,523,25/11/23,CUST523,Male,41.0,Beauty,2.0,25.0,50.0
523,524,18/9/23,CUST524,Female,42.0,Beauty,4.0,50.0,200.0
524,525,24/7/23,CUST525,Male,24.0,Beauty,2.0,30.0,60.0
525,526,14/12/23,CUST526,Male,23.0,Clothing,2.0,300.0,600.0
526,527,2/10/23,CUST527,Male,41.0,Clothing,4.0,30.0,120.0
527,528,19/6/23,CUST528,Female,50.0,Clothing,4.0,25.0,100.0
528,529,15/1/23,CUST529,Male,46.0,Beauty,2.0,30.0,60.0
529,530,1/3/23,CUST530,Female,60.0,Beauty,4.0,25.0,100.0
530,531,14/5/23,CUST531,Male,39.0,Electronics,2.0,30.0,60.0
531,532,2/4/23,CUST532,Male,43.0,Electronics,3.0,50.0,150.0
532,533,25/10/23,CUST533,Male,45.0,Beauty,4.0,500.0,2000.0
533,534,16/5/23,CUST534,Female,38.0,Beauty,3.0,50.0,150.0
534,535,20/1/23,CUST535,Male,24.0,Beauty,1.0,50.0,50.0
535,536,25/2/23,CUST536,Male,34.0,Beauty,3.0,500.0,1500.0
536,537,2/11/23,CUST537,Female,37.0,Electronics,3.0,500.0,1500.0
537,538,11/8/23,CUST538,Male,58.0,Beauty,2.0,300.0,600.0
538,539,26/6/23,CUST539,Female,37.0,Electronics,3.0,300.0,900.0
539,540,11/5/23,CUST540,,,,,,
540,541,10/6/23,CUST541,Female,39.0,Beauty,4.0,50.0,200.0
541,542,12/8/23,CUST542,Male,45.0,Beauty,2.0,50.0,100.0
542,543,7/11/23,CUST543,Female,57.0,Beauty,1.0,25.0,25.0
543,544,19/9/23,CUST544,Male,24.0,Electronics,4.0,25.0,100.0
544,545,1/3/23,CUST545,Female,18.0,Electronics,1.0,300.0,300.0
545,546,17/7/23,CUST546,Female,49.0,Clothing,3.0,300.0,900.0
546,547,23/10/23,CUST547,Male,30.0,Beauty,4.0,25.0,100.0
547,548,8/4/23,CUST548,Female,47.0,Clothing,4.0,25.0,100.0
548,549,11/5/23,CUST549,Female,40.0,Clothing,1.0,30.0,30.0
549,550,23/1/23,CUST550,Female,36.0,Electronics,4.0,30.0,120.0
550,551,5/3/23,CUST551,,,Clothing,,,
551,552,29/12/23,CUST552,Female,49.0,Electronics,4.0,25.0,100.0
552,553,12/8/23,CUST553,Female,47.0,Clothing,4.0,30.0,120.0
553,554,1/1/23,CUST554,Male,46.0,Beauty,3.0,500.0,1500.0
554,555,24/9/23,CUST555,Female,62.0,Electronics,1.0,300.0,300.0
555,556,3/10/23,CUST556,Male,46.0,Beauty,4.0,300.0,1200.0
556,557,18/12/23,CUST557,Female,47.0,Beauty,2.0,25.0,50.0
557,558,10/12/23,CUST558,Male,33.0,Clothing,2.0,50.0,100.0
558,559,11/4/23,CUST559,Male,57.0,Clothing,2.0,25.0,50.0
559,560,6/7/23,CUST560,Female,36.0,Clothing,2.0,30.0,60.0
560,561,9/8/23,CUST561,Female,35.0,Clothing,3.0,50.0,150.0
561,562,5/2/23,CUST562,Female,18.0,Electronics,4.0,30.0,120.0
562,563,7/12/23,CUST563,Male,31.0,Electronics,1.0,500.0,500.0
563,564,19/6/23,CUST564,Female,64.0,Clothing,4.0,30.0,120.0
564,565,16/11/23,CUST565,Male,19.0,Electronics,3.0,500.0,1500.0
565,566,10/6/23,CUST566,Male,45.0,Clothing,2.0,500.0,1000.0
566,567,6/12/23,CUST567,Male,47.0,Beauty,3.0,30.0,90.0
567,568,5/3/23,CUST568,Female,55.0,Beauty,4.0,30.0,120.0
568,569,3/6/23,CUST569,Female,21.0,Beauty,1.0,500.0,500.0
569,570,17/9/23,CUST570,Male,18.0,Clothing,3.0,50.0,150.0
570,571,8/6/23,CUST571,Male,25.0,Beauty,1.0,500.0,500.0
571,572,8/12/23,CUST572,Female,46.0,Electronics,3.0,300.0,900.0
572,573,29/7/23,CUST573,Male,56.0,Beauty,1.0,500.0,500.0
573,574,17/6/23,CUST574,Female,20.0,Beauty,1.0,50.0,50.0
574,575,26/7/23,CUST575,Male,49.0,Beauty,2.0,300.0,600.0
575,576,23/12/23,CUST576,Female,27.0,Electronics,1.0,25.0,25.0
576,577,1/6/23,CUST577,Male,27.0,Clothing,2.0,25.0,50.0
577,578,11/10/23,CUST578,Female,36.0,Electronics,4.0,50.0,200.0
578,579,7/3/23,CUST579,Male,63.0,Clothing,4.0,500.0,2000.0
579,580,9/4/23,CUST580,Female,51.0,Clothing,2.0,30.0,60.0
580,581,4/8/23,CUST581,Female,50.0,Beauty,2.0,50.0,100.0
581,582,7/12/23,CUST582,Male,40.0,Clothing,3.0,300.0,900.0
582,583,14/7/23,CUST583,Male,45.0,Electronics,3.0,300.0,900.0
583,584,13/12/23,CUST584,Female,49.0,Electronics,3.0,25.0,75.0
584,585,31/3/23,CUST585,Male,24.0,Clothing,4.0,300.0,1200.0
585,586,12/11/23,CUST586,Female,46.0,Beauty,3.0,50.0,150.0
586,587,19/10/23,CUST587,Male,25.0,Beauty,1.0,300.0,300.0
587,588,4/6/23,CUST588,Female,18.0,Electronics,1.0,50.0,50.0
588,589,27/7/23,CUST589,Female,20.0,Beauty,3.0,30.0,90.0
589,590,8/10/23,CUST590,Female,41.0,Clothing,1.0,25.0,25.0
590,591,1/1/23,CUST591,Female,40.0,Clothing,4.0,300.0,1200.0
591,592,5/6/23,CUST592,Female,25.0,Electronics,1.0,50.0,50.0
592,593,27/5/23,CUST593,Female,64.0,Clothing,4.0,500.0,2000.0
593,594,18/4/23,CUST594,Male,54.0,Electronics,2.0,25.0,50.0
594,595,9/8/23,CUST595,Male,20.0,Clothing,2.0,30.0,60.0
595,596,24/10/23,CUST596,Male,50.0,Electronics,2.0,50.0,100.0
596,597,7/11/23,CUST597,Female,45.0,Beauty,2.0,30.0,60.0
597,598,2/12/23,CUST598,Female,64.0,Clothing,1.0,30.0,30.0
598,599,14/6/23,CUST599,Female,25.0,Clothing,3.0,300.0,900.0
599,600,27/8/23,CUST600,Female,51.0,Electronics,1.0,300.0,300.0
600,601,15/8/23,CUST601,Male,52.0,Electronics,4.0,50.0,200.0
601,602,15/8/23,CUST602,Male,49.0,Clothing,1.0,500.0,500.0
602,603,12/12/23,CUST603,Female,41.0,Electronics,1.0,50.0,50.0
603,604,20/4/23,CUST604,Male,31.0,Clothing,4.0,500.0,2000.0
604,605,19/9/23,CUST605,Male,49.0,Beauty,2.0,30.0,60.0
605,606,31/8/23,CUST606,Female,63.0,Electronics,2.0,25.0,50.0
606,607,28/3/23,CUST607,Male,60.0,Clothing,2.0,50.0,100.0
607,608,4/12/23,CUST608,Female,33.0,Beauty,3.0,50.0,150.0
608,609,13/2/23,CUST609,Male,21.0,Beauty,4.0,500.0,2000.0
609,610,26/5/23,CUST610,Female,54.0,Clothing,4.0,30.0,120.0
610,611,28/3/23,CUST611,,,Clothing,,,
611,612,21/9/23,CUST612,Female,38.0,Electronics,1.0,30.0,30.0
612,613,13/1/23,CUST613,,,Clothing,,,
613,614,6/12/23,CUST614,Female,31.0,Clothing,3.0,500.0,1500.0
614,615,21/11/23,CUST615,Female,48.0,Beauty,2.0,30.0,60.0
615,616,14/11/23,CUST616,Male,35.0,Clothing,3.0,300.0,900.0
616,617,21/6/23,CUST617,Female,24.0,Electronics,4.0,25.0,100.0
617,618,17/2/23,CUST618,Female,27.0,Beauty,4.0,50.0,200.0
618,619,1/5/23,CUST619,Female,24.0,Clothing,1.0,25.0,25.0
619,620,11/12/23,CUST620,Male,50.0,Electronics,1.0,50.0,50.0
620,621,8/6/23,CUST621,Female,40.0,Beauty,4.0,300.0,1200.0
621,622,26/4/23,CUST622,Male,38.0,Electronics,2.0,30.0,60.0
622,623,12/4/23,CUST623,Female,36.0,Beauty,2.0,500.0,1000.0
623,624,17/3/23,CUST624,Male,36.0,Clothing,3.0,300.0,900.0
624,625,13/1/23,CUST625,Male,53.0,Electronics,4.0,25.0,100.0
625,626,24/1/23,CUST626,Female,46.0,Beauty,4.0,500.0,2000.0
626,627,6/5/23,CUST627,Male,35.0,Electronics,2.0,30.0,60.0
627,628,1/9/23,CUST628,Female,19.0,Electronics,2.0,300.0,600.0
628,629,9/11/23,CUST629,Female,18.0,Clothing,4.0,500.0,2000.0
629,630,7/2/23,CUST630,Female,64.0,Electronics,1.0,300.0,300.0
630,631,22/8/23,CUST631,Male,22.0,Beauty,4.0,300.0,1200.0
631,632,1/8/23,CUST632,Male,37.0,Beauty,4.0,30.0,120.0
632,633,19/11/23,CUST633,Female,28.0,Beauty,2.0,50.0,100.0
633,634,22/10/23,CUST634,Female,59.0,Beauty,2.0,500.0,1000.0
634,635,10/4/23,CUST635,Male,19.0,Clothing,1.0,30.0,30.0
635,636,23/12/23,CUST636,Female,20.0,Electronics,1.0,300.0,300.0
636,637,16/7/23,CUST637,Female,40.0,Clothing,3.0,30.0,90.0
637,638,11/9/23,CUST638,Female,29.0,Electronics,4.0,50.0,200.0
638,639,24/7/23,CUST639,Male,37.0,Electronics,2.0,500.0,1000.0
639,640,5/5/23,CUST640,Male,22.0,Electronics,1.0,50.0,50.0
640,641,17/3/23,CUST641,Male,54.0,Clothing,3.0,25.0,75.0
641,642,2/12/23,CUST642,Female,55.0,Electronics,3.0,500.0,1500.0
642,643,11/9/23,CUST643,,,Clothing,,,
643,644,19/12/23,CUST644,Female,47.0,Clothing,2.0,50.0,100.0
644,645,3/1/23,CUST645,Female,26.0,Beauty,2.0,300.0,600.0
645,646,24/2/23,CUST646,Male,51.0,Beauty,3.0,500.0,1500.0
646,647,6/8/23,CUST647,Female,61.0,Electronics,1.0,500.0,500.0
647,648,23/4/23,CUST648,Female,52.0,Clothing,3.0,30.0,90.0
648,649,1/4/23,CUST649,Female,39.0,Beauty,4.0,300.0,1200.0
649,650,23/12/23,CUST650,Female,61.0,Clothing,4.0,25.0,100.0
650,651,23/9/23,CUST651,Male,41.0,Clothing,2.0,50.0,100.0
651,652,26/8/23,CUST652,Male,34.0,Electronics,1.0,30.0,30.0
652,653,26/1/23,CUST653,Female,27.0,Beauty,1.0,50.0,50.0
653,654,13/10/23,CUST654,Male,47.0,Electronics,4.0,25.0,100.0
654,655,8/5/23,CUST655,Male,63.0,Electronics,3.0,25.0,75.0
655,656,4/3/23,CUST656,Female,40.0,Beauty,2.0,500.0,1000.0
656,657,22/8/23,CUST657,Female,49.0,Beauty,3.0,25.0,75.0
657,658,10/3/23,CUST658,Male,34.0,Clothing,3.0,50.0,150.0
658,659,26/8/23,CUST659,Female,34.0,Beauty,3.0,300.0,900.0
659,660,8/12/23,CUST660,Male,31.0,Clothing,1.0,300.0,300.0
660,661,29/9/23,CUST661,Female,26.0,Clothing,4.0,500.0,2000.0
661,662,14/10/23,CUST662,Male,57.0,Clothing,1.0,50.0,50.0
662,663,1/11/23,CUST663,Female,19.0,Beauty,4.0,50.0,200.0
663,664,12/6/23,CUST664,Male,62.0,Electronics,2.0,25.0,50.0
664,665,15/8/23,CUST665,Male,42.0,Clothing,2.0,50.0,100.0
665,666,10/11/23,CUST666,Male,56.0,Electronics,3.0,30.0,90.0
666,667,16/9/23,CUST667,Female,26.0,Electronics,4.0,25.0,100.0
667,668,7/8/23,CUST668,Male,39.0,Beauty,4.0,30.0,120.0
668,669,8/10/23,CUST669,Male,60.0,Electronics,4.0,500.0,2000.0
669,670,17/8/23,CUST670,Female,63.0,Electronics,3.0,300.0,900.0
670,671,23/3/23,CUST671,Female,21.0,Beauty,3.0,500.0,1500.0
671,672,1/9/23,CUST672,Male,43.0,Clothing,2.0,300.0,600.0
672,673,19/8/23,CUST673,Male,46.0,Electronics,1.0,500.0,500.0
673,674,13/5/23,CUST674,Female,62.0,Beauty,4.0,50.0,200.0
674,675,7/5/23,CUST675,Female,51.0,Electronics,4.0,30.0,120.0
675,676,23/11/23,CUST676,Female,40.0,Electronics,1.0,300.0,300.0
676,677,22/5/23,CUST677,Female,54.0,Clothing,4.0,25.0,100.0
677,678,24/9/23,CUST678,Female,28.0,Electronics,3.0,30.0,90.0
678,679,27/5/23,CUST679,,,Electronics,,,
679,680,6/9/23,CUST680,Male,23.0,Beauty,3.0,25.0,75.0
680,681,17/11/23,CUST681,Female,35.0,Electronics,4.0,30.0,120.0
681,682,3/5/23,CUST682,Male,38.0,Clothing,3.0,30.0,90.0
682,683,21/5/23,CUST683,Male,59.0,Clothing,3.0,500.0,1500.0
683,684,14/8/23,CUST684,Male,53.0,Beauty,4.0,300.0,1200.0
684,685,9/2/23,CUST685,Female,58.0,Clothing,2.0,300.0,600.0
685,686,1/1/24,CUST686,Male,55.0,Electronics,1.0,30.0,30.0
686,687,27/5/23,CUST687,Male,51.0,Clothing,3.0,50.0,150.0
687,688,1/5/23,CUST688,Female,34.0,Beauty,2.0,50.0,100.0
688,689,20/5/23,CUST689,Male,54.0,Clothing,3.0,25.0,75.0
689,690,21/6/23,CUST690,Male,42.0,Clothing,3.0,25.0,75.0
690,691,13/6/23,CUST691,Female,55.0,Clothing,1.0,500.0,500.0
691,692,4/10/23,CUST692,Male,29.0,Beauty,3.0,30.0,90.0
692,693,2/2/23,CUST693,Male,,,,20.0,40.0
693,694,11/2/23,CUST694,Male,40.0,Clothing,1.0,25.0,25.0
694,695,12/3/23,CUST695,Male,59.0,Clothing,1.0,25.0,25.0
695,696,19/3/23,CUST696,Female,39.0,Electronics,1.0,30.0,30.0
696,697,29/4/23,CUST697,Female,38.0,Beauty,2.0,500.0,1000.0
697,698,16/7/23,CUST698,Female,44.0,Clothing,4.0,25.0,100.0
698,699,22/12/23,CUST699,Male,48.0,Beauty,2.0,500.0,1000.0
699,700,20/3/23,CUST700,Male,23.0,Clothing,4.0,300.0,1200.0
700,701,28/12/23,CUST701,Female,44.0,Clothing,4.0,500.0,2000.0
701,702,20/4/23,CUST702,Male,57.0,Clothing,1.0,50.0,50.0
702,703,2/2/23,CUST703,Male,51.0,Electronics,3.0,50.0,150.0
703,704,1/8/23,CUST704,Female,29.0,Electronics,1.0,500.0,500.0
704,705,28/7/23,CUST705,Female,62.0,Electronics,3.0,50.0,150.0
705,706,19/6/23,CUST706,Male,24.0,Beauty,4.0,300.0,1200.0
706,707,16/4/23,CUST707,,-8.0,Electronics,4.0,20.0,80.0
707,708,5/10/23,CUST708,Male,27.0,Beauty,1.0,30.0,30.0
708,709,27/8/23,CUST709,Male,62.0,Electronics,3.0,50.0,150.0
709,710,1/8/23,CUST710,Female,34.0,Beauty,2.0,50.0,100.0
710,711,1/2/23,CUST711,Female,43.0,Clothing,3.0,500.0,1500.0
711,712,16/4/23,CUST712,Female,38.0,Clothing,1.0,300.0,300.0
712,713,4/8/23,CUST713,Female,45.0,Clothing,2.0,30.0,60.0
713,714,19/7/23,CUST714,Male,63.0,Electronics,3.0,500.0,1500.0
714,715,27/10/23,CUST715,Female,19.0,Beauty,3.0,500.0,1500.0
715,716,23/12/23,CUST716,Female,60.0,Electronics,3.0,300.0,900.0
716,717,11/1/23,CUST717,Female,18.0,Beauty,3.0,30.0,90.0
717,718,22/10/23,CUST718,Female,53.0,Clothing,3.0,300.0,900.0
718,719,14/7/23,CUST719,Female,43.0,Electronics,2.0,30.0,60.0
719,720,2/9/23,CUST720,Male,46.0,Beauty,4.0,300.0,1200.0
