Transaction_ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
392,2023-08-23,CUST392,Female,19.0,Beauty,1.0,500.0,500.0
393,2023-06-11,CUST393,Male,31.0,Clothing,1.0,300.0,300.0
394,2023-02-07,CUST394,Male,57.0,Clothing,2.0,50.0,100.0
395,2023-01-05,CUST395,Female,57.0,Electronics,1.0,50.0,50.0
396,2023-08-23,CUST396,Female,56.0,Clothing,4.0,300.0,1200.0
397,2023-11-15,CUST397,Male,23.0,Electronics,3.0,500.0,1500.0
398,2023-10-16,CUST398,Male,23.0,Electronics,2.0,30.0,60.0
399,2023-02-21,CUST399,Female,20.0,Beauty,1.0,25.0,25.0
400,2023-02-07,CUST400,Female,24.0,Beauty,3.0,500.0,1500.0
401,2023-10-03,CUST401,Female,25.0,Beauty,2.0,300.0,600.0
402,2023-04-20,CUST402,Female,59.0,Beauty,3.0,25.0,75.0
403,2023-09-17,CUST403,Male,32.0,Clothing,1.0,50.0,50.0
404,2023-05-16,CUST404,Female,64.0,Beauty,1.0,30.0,30.0
405,2023-03-09,CUST405,Female,46.0,Clothing,4.0,50.0,200.0
406,2023-06-28,CUST406,Male,50.0,Beauty,1.0,300.0,300.0
407,2023-02-05,CUST407,Female,47.0,Clothing,1.0,25.0,25.0
408,2023-05-06,CUST408,Male,56.0,Electronics,2.0,300.0,600.0
409,2023-07-09,CUST409,Female,44.0,Clothing,4.0,25.0,100.0
410,2023-05-26,CUST410,Female,53.0,Clothing,2.0,500.0,1000.0
411,2023-03-22,CUST411,Female,46.0,Beauty,3.0,30.0,90.0
412,2023-08-13,CUST412,Male,55.0,Clothing,1.0,500.0,500.0
413,2023-10-06,CUST413,Male,50.0,Electronics,3.0,500.0,1500.0
414,2023-12-27,CUST414,Female,54.0,Electronics,2.0,300.0,600.0
415,2023-06-04,CUST415,Male,44.0,Beauty,1.0,30.0,30.0
416,2023-11-10,CUST416,Male,50.0,Electronics,1.0,25.0,25.0
417,2023-12-01,CUST417,Male,21.0,Clothing,2.0,25.0,50.0
418,2023-09-28,CUST418,Male,39.0,Electronics,2.0,50.0,100.0
420,2023-01-05,CUST420,Male,19.0,Beauty,2.0,25.0,50.0
421,2023-12-08,CUST421,Male,27.0,Clothing,2.0,300.0,600.0
422,2023-10-11,CUST422,Female,22.0,Beauty,2.0,500.0,1000.0
423,2023-06-03,CUST423,Female,27.0,Clothing,1.0,500.0,500.0
424,2023-12-06,CUST424,Male,50.0,Electronics,2.0,500.0,1000.0
425,2023-02-23,CUST425,Female,55.0,Beauty,1.0,30.0,30.0
426,2023-03-10,CUST426,Female,30.0,Beauty,1.0,25.0,25.0
427,2023-05-16,CUST427,Female,48.0,Clothing,2.0,300.0,600.0
428,2023-03-01,CUST428,Female,64.0,Beauty,2.0,30.0,60.0
429,2023-02-24,CUST429,Male,53.0,Clothing,4.0,50.0,200.0
430,2023-10-11,CUST430,Female,62.0,Clothing,1.0,300.0,300.0
431,2023-03-21,CUST431,Female,41.0,Clothing,2.0,300.0,600.0
432,2023-05-20,CUST432,Male,32.0,Clothing,2.0,300.0,600.0
433,2023-05-25,CUST433,Male,46.0,Electronics,2.0,500.0,1000.0
434,2023-11-06,CUST434,Female,25.0,Clothing,4.0,300.0,1200.0
435,2023-04-18,CUST435,Female,22.0,Beauty,4.0,25.0,100.0
436,2023-06-25,CUST436,Female,46.0,Electronics,3.0,300.0,900.0
437,2023-04-15,CUST437,Female,64.0,Beauty,1.0,500.0,500.0
438,2023-12-18,CUST438,Female,21.0,Electronics,3.0,300.0,900.0
439,2023-11-21,CUST439,Female,29.0,Clothing,2.0,50.0,100.0
440,2023-05-16,CUST440,Male,62.0,Electronics,4.0,50.0,200.0
441,2023-09-16,CUST441,Female,19.0,Electronics,4.0,500.0,2000.0
442,2023-09-08,CUST442,Female,44.0,Beauty,3.0,25.0,75.0
443,2023-05-09,CUST443,Male,48.0,Beauty,4.0,25.0,100.0
444,2023-01-27,CUST444,Male,53.0,Clothing,2.0,30.0,60.0
445,2023-02-17,CUST445,Male,53.0,Electronics,4.0,500.0,2000.0
446,2023-11-21,CUST446,Male,43.0,Electronics,3.0,300.0,900.0
447,2023-08-05,CUST447,Female,60.0,Electronics,2.0,500.0,1000.0
448,2023-05-22,CUST448,Female,44.0,Clothing,3.0,30.0,90.0
449,2023-01-23,CUST449,Female,22.0,Clothing,4.0,500.0,2000.0
450,2023-01-02,CUST450,Female,37.0,Clothing,3.0,500.0,1500.0
451,2023-06-20,CUST451,Female,28.0,Clothing,3.0,30.0,90.0
452,2023-03-08,CUST452,Female,27.0,Clothing,1.0,25.0,25.0
453,2023-11-23,CUST453,Male,57.0,Beauty,4.0,300.0,1200.0
454,2023-05-15,CUST454,Female,55.0,Electronics,4.0,30.0,120.0
455,2023-03-24,CUST455,Male,23.0,Electronics,3.0,50.0,150.0
456,2023-08-15,CUST456,Male,25.0,Electronics,1.0,25.0,25.0
457,2023-10-10,CUST457,Female,40.0,Electronics,4.0,50.0,200.0
458,2023-12-28,CUST458,Male,64.0,Electronics,2.0,25.0,50.0
459,2023-08-07,CUST459,Female,43.0,Electronics,3.0,300.0,900.0
460,2023-10-15,CUST460,Male,63.0,Electronics,4.0,300.0,1200.0
461,2023-01-05,CUST461,Female,60.0,Electronics,2.0,500.0,1000.0
462,2023-02-27,CUST462,Male,29.0,Beauty,4.0,50.0,200.0
463,2023-02-08,CUST463,Female,43.0,Electronics,2.0,25.0,50.0
464,2023-12-20,CUST464,Female,30.0,Beauty,3.0,300.0,900.0
465,2023-03-18,CUST465,Female,57.0,Clothing,4.0,30.0,120.0
466,2023-10-07,CUST466,Female,35.0,Electronics,4.0,300.0,1200.0
467,2023-01-19,CUST467,Female,42.0,Clothing,1.0,30.0,30.0
468,2023-07-09,CUST468,Male,50.0,Clothing,3.0,25.0,75.0
469,2023-10-26,CUST469,Male,64.0,Clothing,2.0,300.0,600.0
470,2023-10-10,CUST470,Male,57.0,Beauty,4.0,300.0,1200.0
471,2023-03-17,CUST471,Female,60.0,Clothing,4.0,25.0,100.0
472,2023-08-09,CUST472,Male,29.0,Clothing,2.0,300.0,600.0
473,2023-03-07,CUST473,Female,61.0,Clothing,3.0,30.0,90.0
474,2023-01-22,CUST474,Female,53.0,Electronics,1.0,300.0,300.0
475,2023-06-07,CUST475,Male,21.0,Electronics,1.0,50.0,50.0
476,2023-07-06,CUST476,Male,22.0,Beauty,4.0,500.0,2000.0
477,2023-01-21,CUST477,Female,54.0,Beauty,2.0,30.0,60.0
478,2023-07-03,CUST478,Male,25.0,Electronics,4.0,50.0,200.0
479,2023-04-18,CUST479,Female,59.0,Beauty,2.0,25.0,50.0
480,2023-12-16,CUST480,Female,45.0,Electronics,1.0,30.0,30.0
481,2023-05-08,CUST481,Female,48.0,Clothing,3.0,500.0,1500.0
482,2023-12-08,CUST482,Female,26.0,Clothing,2.0,500.0,1000.0
483,2023-02-22,CUST483,Female,46.0,Beauty,1.0,25.0,25.0
484,2023-07-01,CUST484,Male,31.0,Electronics,4.0,25.0,100.0
485,2023-10-14,CUST485,Male,57.0,Electronics,2.0,30.0,60.0
486,2023-07-28,CUST486,Female,58.0,Beauty,3.0,300.0,900.0
487,2023-11-14,CUST487,Female,39.0,Electronics,4.0,25.0,100.0
488,2023-03-21,CUST488,Male,28.0,Clothing,4.0,300.0,1200.0
489,2023-05-02,CUST489,Male,40.0,Beauty,1.0,50.0,50.0
490,2023-03-25,CUST490,Female,18.0,Beauty,2.0,500.0,1000.0
491,2023-04-01,CUST491,Male,63.0,Electronics,4.0,300.0,1200.0
492,2023-07-31,CUST492,Female,54.0,Beauty,3.0,500.0,1500.0
493,2023-01-13,CUST493,Male,38.0,Electronics,2.0,300.0,600.0
494,2023-04-02,CUST494,Female,43.0,Electronics,3.0,50.0,150.0
495,2023-06-20,CUST495,Male,63.0,Electronics,4.0,25.0,100.0
496,2023-07-30,CUST496,Female,53.0,Electronics,3.0,50.0,150.0
497,2023-12-09,CUST497,Male,40.0,Electronics,1.0,25.0,25.0
498,2023-05-08,CUST498,Male,18.0,Beauty,3.0,25.0,75.0
499,2023-05-17,CUST499,Female,57.0,Clothing,2.0,500.0,1000.0
500,2023-03-23,CUST500,Male,32.0,Clothing,3.0,50.0,150.0
501,2023-12-26,CUST501,Female,38.0,Beauty,3.0,300.0,900.0
502,2023-02-25,CUST502,Male,64.0,Beauty,1.0,50.0,50.0
503,2023-07-15,CUST503,Female,26.0,Clothing,3.0,500.0,1500.0
504,2023-01-20,CUST504,Male,26.0,Clothing,3.0,25.0,75.0
505,2023-08-29,CUST505,Female,27.0,Clothing,4.0,500.0,2000.0
506,2023-04-24,CUST506,Male,43.0,Clothing,4.0,30.0,120.0
507,2023-04-13,CUST507,Female,58.0,Clothing,2.0,30.0,60.0
508,2023-08-24,CUST508,Male,52.0,Electronics,4.0,300.0,1200.0
509,2023-06-29,CUST509,Female,42.0,Beauty,4.0,500.0,2000.0
510,2023-06-06,CUST510,Female,43.0,Electronics,4.0,300.0,1200.0
511,2023-04-27,CUST511,Female,28.0,Clothing,4.0,300.0,1200.0
513,2023-04-25,CUST513,Male,55.0,Clothing,1.0,30.0,30.0
514,2023-01-13,CUST514,Female,19.0,Clothing,4.0,300.0,1200.0
515,2023-12-04,CUST515,Male,24.0,Electronics,1.0,30.0,30.0
516,2023-04-09,CUST516,Female,35.0,Electronics,1.0,25.0,25.0
517,2023-07-24,CUST517,Male,44.0,Clothing,4.0,500.0,2000.0
518,2023-06-18,CUST518,Female,51.0,Electronics,3.0,300.0,900.0
519,2023-05-23,CUST519,Male,44.0,Electronics,1.0,30.0,30.0
520,2023-02-05,CUST520,Male,34.0,Clothing,3.0,50.0,150.0
521,2023-05-23,CUST521,Female,60.0,Electronics,3.0,300.0,900.0
522,2023-06-29,CUST522,Male,61.0,Beauty,4.0,25.0,100.0
523,2023-11-25,CUST523,Male,41.0,Beauty,2.0,25.0,50.0
524,2023-09-18,CUST524,Female,42.0,Beauty,4.0,50.0,200.0
525,2023-07-24,CUST525,Male,24.0,Beauty,2.0,30.0,60.0
526,2023-12-14,CUST526,Male,23.0,Clothing,2.0,300.0,600.0
527,2023-10-02,CUST527,Male,41.0,Clothing,4.0,30.0,120.0
528,2023-06-19,CUST528,Female,50.0,Clothing,4.0,25.0,100.0
529,2023-01-15,CUST529,Male,46.0,Beauty,2.0,30.0,60.0
530,2023-03-01,CUST530,Female,60.0,Beauty,4.0,25.0,100.0
531,2023-05-14,CUST531,Male,39.0,Electronics,2.0,30.0,60.0
532,2023-04-02,CUST532,Male,43.0,Electronics,3.0,50.0,150.0
533,2023-10-25,CUST533,Male,45.0,Beauty,4.0,500.0,2000.0
534,2023-05-16,CUST534,Female,38.0,Beauty,3.0,50.0,150.0
535,2023-01-20,CUST535,Male,24.0,Beauty,1.0,50.0,50.0
536,2023-02-25,CUST536,Male,34.0,Beauty,3.0,500.0,1500.0
537,2023-11-02,CUST537,Female,37.0,Electronics,3.0,500.0,1500.0
538,2023-08-11,CUST538,Male,58.0,Beauty,2.0,300.0,600.0
539,2023-06-26,CUST539,Female,37.0,Electronics,3.0,300.0,900.0
541,2023-06-10,CUST541,Female,39.0,Beauty,4.0,50.0,200.0
542,2023-08-12,CUST542,Male,45.0,Beauty,2.0,50.0,100.0
543,2023-11-07,CUST543,Female,57.0,Beauty,1.0,25.0,25.0
544,2023-09-19,CUST544,Male,24.0,Electronics,4.0,25.0,100.0
545,2023-03-01,CUST545,Female,18.0,Electronics,1.0,300.0,300.0
546,2023-07-17,CUST546,Female,49.0,Clothing,3.0,300.0,900.0
547,2023-10-23,CUST547,Male,30.0,Beauty,4.0,25.0,100.0
548,2023-04-08,CUST548,Female,47.0,Clothing,4.0,25.0,100.0
549,2023-05-11,CUST549,Female,40.0,Clothing,1.0,30.0,30.0
550,2023-01-23,CUST550,Female,36.0,Electronics,4.0,30.0,120.0
552,2023-12-29,CUST552,Female,49.0,Electronics,4.0,25.0,100.0
553,2023-08-12,CUST553,Female,47.0,Clothing,4.0,30.0,120.0
554,2023-01-01,CUST554,Male,46.0,Beauty,3.0,500.0,1500.0
555,2023-09-24,CUST555,Female,62.0,Electronics,1.0,300.0,300.0
556,2023-10-03,CUST556,Male,46.0,Beauty,4.0,300.0,1200.0
557,2023-12-18,CUST557,Female,47.0,Beauty,2.0,25.0,50.0
558,2023-12-10,CUST558,Male,33.0,Clothing,2.0,50.0,100.0
559,2023-04-11,CUST559,Male,57.0,Clothing,2.0,25.0,50.0
560,2023-07-06,CUST560,Female,36.0,Clothing,2.0,30.0,60.0
561,2023-08-09,CUST561,Female,35.0,Clothing,3.0,50.0,150.0
562,2023-02-05,CUST562,Female,18.0,Electronics,4.0,30.0,120.0
563,2023-12-07,CUST563,Male,31.0,Electronics,1.0,500.0,500.0
564,2023-06-19,CUST564,Female,64.0,Clothing,4.0,30.0,120.0
565,2023-11-16,CUST565,Male,19.0,Electronics,3.0,500.0,1500.0
566,2023-06-10,CUST566,Male,45.0,Clothing,2.0,500.0,1000.0
567,2023-12-06,CUST567,Male,47.0,Beauty,3.0,30.0,90.0
568,2023-03-05,CUST568,Female,55.0,Beauty,4.0,30.0,120.0
569,2023-06-03,CUST569,Female,21.0,Beauty,1.0,500.0,500.0
570,2023-09-17,CUST570,Male,18.0,Clothing,3.0,50.0,150.0
571,2023-06-08,CUST571,Male,25.0,Beauty,1.0,500.0,500.0
572,2023-12-08,CUST572,Female,46.0,Electronics,3.0,300.0,900.0
573,2023-07-29,CUST573,Male,56.0,Beauty,1.0,500.0,500.0
574,2023-06-17,CUST574,Female,20.0,Beauty,1.0,50.0,50.0
575,2023-07-26,CUST575,Male,49.0,Beauty,2.0,300.0,600.0
576,2023-12-23,CUST576,Female,27.0,Electronics,1.0,25.0,25.0
577,2023-06-01,CUST577,Male,27.0,Clothing,2.0,25.0,50.0
578,2023-10-11,CUST578,Female,36.0,Electronics,4.0,50.0,200.0
579,2023-03-07,CUST579,Male,63.0,Clothing,4.0,500.0,2000.0
580,2023-04-09,CUST580,Female,51.0,Clothing,2.0,30.0,60.0
581,2023-08-04,CUST581,Female,50.0,Beauty,2.0,50.0,100.0
582,2023-12-07,CUST582,Male,40.0,Clothing,3.0,300.0,900.0
583,2023-07-14,CUST583,Male,45.0,Electronics,3.0,300.0,900.0
584,2023-12-13,CUST584,Female,49.0,Electronics,3.0,25.0,75.0
585,2023-03-31,CUST585,Male,24.0,Clothing,4.0,300.0,1200.0
586,2023-11-12,CUST586,Female,46.0,Beauty,3.0,50.0,150.0
587,2023-10-19,CUST587,Male,25.0,Beauty,1.0,300.0,300.0
588,2023-06-04,CUST588,Female,18.0,Electronics,1.0,50.0,50.0
589,2023-07-27,CUST589,Female,20.0,Beauty,3.0,30.0,90.0
590,2023-10-08,CUST590,Female,41.0,Clothing,1.0,25.0,25.0
591,2023-01-01,CUST591,Female,40.0,Clothing,4.0,300.0,1200.0
592,2023-06-05,CUST592,Female,25.0,Electronics,1.0,50.0,50.0
593,2023-05-27,CUST593,Female,64.0,Clothing,4.0,500.0,2000.0
594,2023-04-18,CUST594,Male,54.0,Electronics,2.0,25.0,50.0
595,2023-08-09,CUST595,Male,20.0,Clothing,2.0,30.0,60.0
596,2023-10-24,CUST596,Male,50.0,Electronics,2.0,50.0,100.0
597,2023-11-07,CUST597,Female,45.0,Beauty,2.0,30.0,60.0
598,2023-12-02,CUST598,Female,64.0,Clothing,1.0,30.0,30.0
599,2023-06-14,CUST599,Female,25.0,Clothing,3.0,300.0,900.0
600,2023-08-27,CUST600,Female,51.0,Electronics,1.0,300.0,300.0
601,2023-08-15,CUST601,Male,52.0,Electronics,4.0,50.0,200.0
602,2023-08-15,CUST602,Male,49.0,Clothing,1.0,500.0,500.0
603,2023-12-12,CUST603,Female,41.0,Electronics,1.0,50.0,50.0
604,2023-04-20,CUST604,Male,31.0,Clothing,4.0,500.0,2000.0
605,2023-09-19,CUST605,Male,49.0,Beauty,2.0,30.0,60.0
606,2023-08-31,CUST606,Female,63.0,Electronics,2.0,25.0,50.0
607,2023-03-28,CUST607,Male,60.0,Clothing,2.0,50.0,100.0
608,2023-12-04,CUST608,Female,33.0,Beauty,3.0,50.0,150.0
609,2023-02-13,CUST609,Male,21.0,Beauty,4.0,500.0,2000.0
610,2023-05-26,CUST610,Female,54.0,Clothing,4.0,30.0,120.0
612,2023-09-21,CUST612,Female,38.0,Electronics,1.0,30.0,30.0
614,2023-12-06,CUST614,Female,31.0,Clothing,3.0,500.0,1500.0
615,2023-11-21,CUST615,Female,48.0,Beauty,2.0,30.0,60.0
616,2023-11-14,CUST616,Male,35.0,Clothing,3.0,300.0,900.0
617,2023-06-21,CUST617,Female,24.0,Electronics,4.0,25.0,100.0
618,2023-02-17,CUST618,Female,27.0,Beauty,4.0,50.0,200.0
619,2023-05-01,CUST619,Female,24.0,Clothing,1.0,25.0,25.0
620,2023-12-11,CUST620,Male,50.0,Electronics,1.0,50.0,50.0
621,2023-06-08,CUST621,Female,40.0,Beauty,4.0,300.0,1200.0
622,2023-04-26,CUST622,Male,38.0,Electronics,2.0,30.0,60.0
623,2023-04-12,CUST623,Female,36.0,Beauty,2.0,500.0,1000.0
624,2023-03-17,CUST624,Male,36.0,Clothing,3.0,300.0,900.0
625,2023-01-13,CUST625,Male,53.0,Electronics,4.0,25.0,100.0
626,2023-01-24,CUST626,Female,46.0,Beauty,4.0,500.0,2000.0
627,2023-05-06,CUST627,Male,35.0,Electronics,2.0,30.0,60.0
628,2023-09-01,CUST628,Female,19.0,Electronics,2.0,300.0,600.0
629,2023-11-09,CUST629,Female,18.0,Clothing,4.0,500.0,2000.0
630,2023-02-07,CUST630,Female,64.0,Electronics,1.0,300.0,300.0
631,2023-08-22,CUST631,Male,22.0,Beauty,4.0,300.0,1200.0
632,2023-08-01,CUST632,Male,37.0,Beauty,4.0,30.0,120.0
633,2023-11-19,CUST633,Female,28.0,Beauty,2.0,50.0,100.0
634,2023-10-22,CUST634,Female,59.0,Beauty,2.0,500.0,1000.0
635,2023-04-10,CUST635,Male,19.0,Clothing,1.0,30.0,30.0
636,2023-12-23,CUST636,Female,20.0,Electronics,1.0,300.0,300.0
637,2023-07-16,CUST637,Female,40.0,Clothing,3.0,30.0,90.0
638,2023-09-11,CUST638,Female,29.0,Electronics,4.0,50.0,200.0
639,2023-07-24,CUST639,Male,37.0,Electronics,2.0,500.0,1000.0
640,2023-05-05,CUST640,Male,22.0,Electronics,1.0,50.0,50.0
641,2023-03-17,CUST641,Male,54.0,Clothing,3.0,25.0,75.0
642,2023-12-02,CUST642,Female,55.0,Electronics,3.0,500.0,1500.0
644,2023-12-19,CUST644,Female,47.0,Clothing,2.0,50.0,100.0
645,2023-01-03,CUST645,Female,26.0,Beauty,2.0,300.0,600.0
646,2023-02-24,CUST646,Male,51.0,Beauty,3.0,500.0,1500.0
647,2023-08-06,CUST647,Female,61.0,Electronics,1.0,500.0,500.0
648,2023-04-23,CUST648,Female,52.0,Clothing,3.0,30.0,90.0
649,2023-04-01,CUST649,Female,39.0,Beauty,4.0,300.0,1200.0
650,2023-12-23,CUST650,Female,61.0,Clothing,4.0,25.0,100.0
651,2023-09-23,CUST651,Male,41.0,Clothing,2.0,50.0,100.0
652,2023-08-26,CUST652,Male,34.0,Electronics,1.0,30.0,30.0
653,2023-01-26,CUST653,Female,27.0,Beauty,1.0,50.0,50.0
654,2023-10-13,CUST654,Male,47.0,Electronics,4.0,25.0,100.0
655,2023-05-08,CUST655,Male,63.0,Electronics,3.0,25.0,75.0
656,2023-03-04,CUST656,Female,40.0,Beauty,2.0,500.0,1000.0
657,2023-08-22,CUST657,Female,49.0,Beauty,3.0,25.0,75.0
658,2023-03-10,CUST658,Male,34.0,Clothing,3.0,50.0,150.0
659,2023-08-26,CUST659,Female,34.0,Beauty,3.0,300.0,900.0
660,2023-12-08,CUST660,Male,31.0,Clothing,1.0,300.0,300.0
661,2023-09-29,CUST661,Female,26.0,Clothing,4.0,500.0,2000.0
662,2023-10-14,CUST662,Male,57.0,Clothing,1.0,50.0,50.0
663,2023-11-01,CUST663,Female,19.0,Beauty,4.0,50.0,200.0
664,2023-06-12,CUST664,Male,62.0,Electronics,2.0,25.0,50.0
665,2023-08-15,CUST665,Male,42.0,Clothing,2.0,50.0,100.0
666,2023-11-10,CUST666,Male,56.0,Electronics,3.0,30.0,90.0
667,2023-09-16,CUST667,Female,26.0,Electronics,4.0,25.0,100.0
668,2023-08-07,CUST668,Male,39.0,Beauty,4.0,30.0,120.0
669,2023-10-08,CUST669,Male,60.0,Electronics,4.0,500.0,2000.0
670,2023-08-17,CUST670,Female,63.0,Electronics,3.0,300.0,900.0
671,2023-03-23,CUST671,Female,21.0,Beauty,3.0,500.0,1500.0
672,2023-09-01,CUST672,Male,43.0,Clothing,2.0,300.0,600.0
673,2023-08-19,CUST673,Male,46.0,Electronics,1.0,500.0,500.0
674,2023-05-13,CUST674,Female,62.0,Beauty,4.0,50.0,200.0
675,2023-05-07,CUST675,Female,51.0,Electronics,4.0,30.0,120.0
676,2023-11-23,CUST676,Female,40.0,Electronics,1.0,300.0,300.0
677,2023-05-22,CUST677,Female,54.0,Clothing,4.0,25.0,100.0
678,2023-09-24,CUST678,Female,28.0,Electronics,3.0,30.0,90.0
680,2023-09-06,CUST680,Male,23.0,Beauty,3.0,25.0,75.0
681,2023-11-17,CUST681,Female,35.0,Electronics,4.0,30.0,120.0
682,2023-05-03,CUST682,Male,38.0,Clothing,3.0,30.0,90.0
683,2023-05-21,CUST683,Male,59.0,Clothing,3.0,500.0,1500.0
684,2023-08-14,CUST684,Male,53.0,Beauty,4.0,300.0,1200.0
685,2023-02-09,CUST685,Female,58.0,Clothing,2.0,300.0,600.0
686,2024-01-01,CUST686,Male,55.0,Electronics,1.0,30.0,30.0
687,2023-05-27,CUST687,Male,51.0,Clothing,3.0,50.0,150.0
688,2023-05-01,CUST688,Female,34.0,Beauty,2.0,50.0,100.0
689,2023-05-20,CUST689,Male,54.0,Clothing,3.0,25.0,75.0
690,2023-06-21,CUST690,Male,42.0,Clothing,3.0,25.0,75.0
691,2023-06-13,CUST691,Female,55.0,Clothing,1.0,500.0,500.0
692,2023-10-04,CUST692,Male,29.0,Beauty,3.0,30.0,90.0
694,2023-02-11,CUST694,Male,40.0,Clothing,1.0,25.0,25.0
695,2023-03-12,CUST695,Male,59.0,Clothing,1.0,25.0,25.0
696,2023-03-19,CUST696,Female,39.0,Electronics,1.0,30.0,30.0
697,2023-04-29,CUST697,Female,38.0,Beauty,2.0,500.0,1000.0
698,2023-07-16,CUST698,Female,44.0,Clothing,4.0,25.0,100.0
699,2023-12-22,CUST699,Male,48.0,Beauty,2.0,500.0,1000.0
700,2023-03-20,CUST700,Male,23.0,Clothing,4.0,300.0,1200.0
701,2023-12-28,CUST701,Female,44.0,Clothing,4.0,500.0,2000.0
702,2023-04-20,CUST702,Male,57.0,Clothing,1.0,50.0,50.0
703,2023-02-02,CUST703,Male,51.0,Electronics,3.0,50.0,150.0
704,2023-08-01,CUST704,Female,29.0,Electronics,1.0,500.0,500.0
705,2023-07-28,CUST705,Female,62.0,Electronics,3.0,50.0,150.0
706,2023-06-19,CUST706,Male,24.0,Beauty,4.0,300.0,1200.0
708,2023-10-05,CUST708,Male,27.0,Beauty,1.0,30.0,30.0
709,2023-08-27,CUST709,Male,62.0,Electronics,3.0,50.0,150.0
710,2023-08-01,CUST710,Female,34.0,Beauty,2.0,50.0,100.0
711,2023-02-01,CUST711,Female,43.0,Clothing,3.0,500.0,1500.0
712,2023-04-16,CUST712,Female,38.0,Clothing,1.0,300.0,300.0
713,2023-08-04,CUST713,Female,45.0,Clothing,2.0,30.0,60.0
714,2023-07-19,CUST714,Male,63.0,Electronics,3.0,500.0,1500.0
715,2023-10-27,CUST715,Female,19.0,Beauty,3.0,500.0,1500.0
716,2023-12-23,CUST716,Female,60.0,Electronics,3.0,300.0,900.0
717,2023-01-11,CUST717,Female,18.0,Beauty,3.0,30.0,90.0
718,2023-10-22,CUST718,Female,53.0,Clothing,3.0,300.0,900.0
719,2023-07-14,CUST719,Female,43.0,Electronics,2.0,30.0,60.0
720,2023-09-02,CUST720,Male,46.0,Beauty,4.0,300.0,1200.0
721,2023-01-04,CUST721,Male,38.0,Beauty,2.0,500.0,1000.0
722,2023-06-30,CUST722,Female,28.0,Clothing,2.0,500.0,1000.0
723,2023-06-02,CUST723,Male,57.0,Electronics,2.0,25.0,50.0
725,2023-07-19,CUST725,Female,28.0,Electronics,4.0,50.0,200.0
726,2023-08-03,CUST726,Female,53.0,Electronics,1.0,300.0,300.0
727,2023-10-03,CUST727,Male,56.0,Clothing,4.0,25.0,100.0
728,2023-10-07,CUST728,Male,57.0,Electronics,2.0,50.0,100.0
729,2023-11-05,CUST729,Female,52.0,Clothing,3.0,300.0,900.0
730,2023-04-23,CUST730,Female,51.0,Clothing,3.0,30.0,90.0
731,2023-09-07,CUST731,Female,64.0,Clothing,2.0,50.0,100.0
732,2023-04-23,CUST732,Male,41.0,Beauty,3.0,500.0,1500.0
733,2023-05-20,CUST733,Female,39.0,Electronics,2.0,25.0,50.0
734,2023-08-12,CUST734,Female,22.0,Electronics,3.0,50.0,150.0
736,2023-09-06,CUST736,Female,50.0,Clothing,4.0,50.0,200.0
737,2023-01-15,CUST737,Male,53.0,Clothing,1.0,500.0,500.0
738,2023-07-19,CUST738,Female,64.0,Electronics,1.0,300.0,300.0
739,2023-06-22,CUST739,Female,37.0,Clothing,4.0,30.0,120.0
740,2023-12-09,CUST740,Male,36.0,Electronics,4.0,500.0,2000.0
741,2023-12-14,CUST741,Female,52.0,Beauty,2.0,30.0,60.0
742,2023-07-27,CUST742,Female,60.0,Clothing,2.0,300.0,600.0
743,2023-03-26,CUST743,Male,34.0,Electronics,2.0,50.0,100.0
744,2023-08-28,CUST744,Female,62.0,Clothing,3.0,30.0,90.0
745,2023-03-07,CUST745,Male,60.0,Electronics,2.0,25.0,50.0
746,2023-11-15,CUST746,Male,51.0,Electronics,4.0,25.0,100.0
747,2023-10-01,CUST747,Female,26.0,Clothing,1.0,500.0,500.0
748,2023-01-14,CUST748,Female,43.0,Beauty,3.0,300.0,900.0
749,2023-07-21,CUST749,Female,19.0,Electronics,2.0,500.0,1000.0
751,2023-10-31,CUST751,Female,26.0,Electronics,3.0,500.0,1500.0
752,2023-10-16,CUST752,Male,26.0,Electronics,3.0,500.0,1500.0
753,2023-12-06,CUST753,Female,57.0,Beauty,2.0,25.0,50.0
754,2023-01-14,CUST754,Male,34.0,Beauty,3.0,25.0,75.0
755,2023-02-12,CUST755,Female,18.0,Clothing,1.0,500.0,500.0
756,2023-11-26,CUST756,Female,42.0,Beauty,4.0,25.0,100.0
757,2023-08-08,CUST757,Female,60.0,Clothing,4.0,300.0,1200.0
758,2023-03-11,CUST758,Male,57.0,Clothing,1.0,500.0,500.0
759,2023-08-25,CUST759,Female,59.0,Beauty,3.0,25.0,75.0
760,2023-04-04,CUST760,Female,42.0,Clothing,2.0,30.0,60.0
761,2023-01-26,CUST761,Female,56.0,Beauty,3.0,500.0,1500.0
762,2023-05-14,CUST762,Female,52.0,Clothing,1.0,500.0,500.0
763,2023-07-14,CUST763,Male,20.0,Beauty,3.0,300.0,900.0
765,2023-06-17,CUST765,Female,54.0,Beauty,4.0,50.0,200.0
766,2023-04-19,CUST766,Male,61.0,Clothing,3.0,50.0,150.0
767,2023-08-21,CUST767,Male,61.0,Electronics,1.0,300.0,300.0
768,2023-06-17,CUST768,Male,47.0,Clothing,4.0,300.0,1200.0
769,2023-06-22,CUST769,Male,55.0,Beauty,3.0,300.0,900.0
